,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
78,Cockburn Town,21.4612,-71.1419,84.16,65,40,11.5,TC,1659450596
79,Saint George,37.1041,-113.5841,83.79,53,0,4.61,US,1659449887
80,Lázaro Cárdenas,17.9583,-102.2,79.77,82,100,3.98,MX,1659449787
81,Krasnoyarskiy,51.965,59.8967,66.52,82,100,15.46,RU,1659450597
82,Meulaboh,4.1363,96.1285,75.29,88,100,1.97,ID,1659450008
83,Lebu,-37.6167,-73.65,46.67,73,2,12.15,CL,1659450537
84,Dingle,10.9995,122.6711,77.7,87,100,4.72,PH,1659450051
85,Tokur,53.1333,132.9,55.17,99,95,3.91,RU,1659450598
86,Guhāgar,17.4842,73.1929,81.0,83,100,7.27,IN,1659450598
87,Fare,-16.7,-151.0167,77.41,72,29,25.81,PF,1659450484
88,Puerto Ayora,-0.7393,-90.3518,71.56,87,75,8.01,EC,1659450487
89,Araouane,18.9048,-3.5265,101.77,24,24,14.38,ML,1659450599
90,Souillac,-20.5167,57.5167,70.18,78,40,6.91,MU,1659450096
91,Ocala,29.1872,-82.1401,89.28,69,0,4.61,US,1659450600
92,Fairbanks,64.8378,-147.7164,57.6,94,100,3.44,US,1659450129
93,Cidreira,-30.1811,-50.2056,63.37,72,29,6.85,BR,1659450601
94,Fes,34.0372,-4.9998,109.65,7,0,5.75,MA,1659450602
95,Aleksandrov Gay,50.147,48.5704,87.78,27,12,15.32,RU,1659450603
96,Salalah,17.0151,54.0924,78.89,89,100,6.91,OM,1659450062
97,Port Hedland,-20.3167,118.5667,71.65,88,100,8.05,AU,1659450471
98,Maniitsoq,65.4167,-52.9,43.83,94,100,15.82,GL,1659450605
99,Tanete,-3.9443,119.7848,74.52,94,100,4.85,ID,1659450013
100,George Town,5.4112,100.3354,82.89,91,40,3.44,MY,1659450607
101,Saskylakh,71.9167,114.0833,43.81,83,100,6.62,RU,1659450608
102,Haines Junction,60.7522,-137.5108,49.95,81,97,2.3,CA,1659450609
103,Bonthe,7.5264,-12.505,75.22,91,100,11.52,SL,1659450609
104,Sitka,57.0531,-135.33,55.29,88,100,9.22,US,1659450610
105,Torbay,47.6666,-52.7314,80.76,64,40,10.36,CA,1659450029
106,San Patricio,28.017,-97.5169,89.47,51,17,11.63,US,1659450611
107,Byron Bay,-28.65,153.6167,56.95,80,71,2.82,AU,1659450064
108,Port Elizabeth,-33.918,25.5701,67.32,51,0,4.61,ZA,1659450023
109,Praia,14.9215,-23.5087,82.94,69,40,12.66,CV,1659450467
110,Talnakh,69.4865,88.3972,51.21,63,1,12.71,RU,1659450015
111,Kaélé,10.1092,14.4508,84.76,84,100,6.64,CM,1659450613
112,Xiongyue,40.1774,122.1228,78.08,85,0,5.97,CN,1659450614
113,Ballina,-28.8667,153.5667,57.02,94,92,3.83,AU,1659450091
114,San Cristobal,7.7669,-72.225,73.58,59,96,6.55,VE,1659450615
115,Yellowknife,62.456,-114.3525,57.72,62,20,8.01,CA,1659450616
116,Kavaratti,10.5669,72.642,77.58,87,100,32.35,IN,1659450616
117,Sabzawār,36.2126,57.6819,92.48,16,20,0.0,IR,1659450617
118,Alofi,-19.0595,-169.9187,73.29,88,3,6.91,NU,1659450095
119,Fallon,39.4735,-118.7774,74.44,47,0,6.91,US,1659450618
120,Iqaluit,63.7506,-68.5145,45.7,87,92,1.99,CA,1659450052
121,Tayga,56.06,85.6197,59.92,90,28,4.21,RU,1659450619
122,Kazygurt,41.7589,69.3864,73.33,53,84,9.51,KZ,1659450619
123,Hofn,64.2539,-15.2082,50.65,68,21,15.32,IS,1659450620
124,Port-Gentil,-0.7193,8.7815,82.36,61,20,12.66,GA,1659450099
125,Verkhnyaya Inta,65.9811,60.3094,73.4,47,51,3.83,RU,1659450621
126,Hong Kong,22.2855,114.1577,84.33,80,100,3.0,HK,1659449827
127,Sørland,67.667,12.6934,55.26,71,40,9.22,NO,1659450622
128,Adrar,20.5022,-10.0711,100.35,23,12,11.92,MR,1659450124
129,Njombe,-9.3333,34.7667,56.26,73,87,7.92,TZ,1659450623
130,Kruisfontein,-34.0033,24.7314,72.45,35,98,2.01,ZA,1659450106
131,Rawson,-43.3002,-65.1023,45.86,51,0,10.94,AR,1659450624
132,Riberalta,-10.9833,-66.1,82.6,74,28,6.91,BO,1659450624
133,Sai Buri,6.7013,101.6168,78.37,87,94,4.41,TH,1659450625
134,Yulara,-25.2406,130.9889,66.74,34,99,10.09,AU,1659450034
135,Port Alfred,-33.5906,26.891,67.17,43,90,6.85,ZA,1659450625
136,Kahului,20.8947,-156.47,76.84,76,0,14.97,US,1659450046
137,Zambezi,-13.5432,23.1047,87.62,16,50,5.53,ZM,1659450626
138,Ponta do Sol,32.6667,-17.1,83.71,68,1,2.44,PT,1659450626
139,Pevek,69.7008,170.3133,40.93,90,100,5.01,RU,1659450056
140,Margate,51.3813,1.3862,77.7,66,74,5.99,GB,1659450115
141,Khatanga,71.9667,102.5,44.42,70,100,4.76,RU,1659450627
143,Peniche,39.3558,-9.3811,76.28,83,64,12.48,PT,1659450628
144,Hamilton,39.1834,-84.5333,79.75,83,0,10.36,US,1659450461
145,Ostrovnoy,68.0531,39.5131,66.34,65,20,13.49,RU,1659450629
146,Betma,22.6833,75.6167,75.42,94,40,5.75,IN,1659450630
147,Mar del Plata,-38.0023,-57.5575,54.95,89,100,8.99,AR,1659450476
148,Pangai,-19.8,-174.35,76.73,77,43,21.94,TO,1659450630
149,Qaanaaq,77.484,-69.3632,45.23,57,86,3.58,GL,1659450631
150,Kungurtug,50.5994,97.5228,57.54,76,84,1.5,RU,1659450034
151,Torrington,41.8007,-73.1212,81.79,79,0,1.99,US,1659450632
152,Siocon,7.7061,122.1353,79.02,87,100,4.23,PH,1659450632
153,Sulangan,11.1373,123.7228,84.31,72,81,4.05,PH,1659450632
154,Aksha,50.2814,113.2867,66.7,79,100,2.57,RU,1659450633
155,Vila Velha,-20.3297,-40.2925,85.95,65,40,10.36,BR,1659450045
156,Marsh Harbour,26.5412,-77.0636,82.2,67,1,6.62,BS,1659450067
157,Harper,4.375,-7.7169,77.29,67,68,9.78,LR,1659450137
158,Corrente,-3.7367,-43.3394,89.73,36,68,6.08,BR,1659450634
159,Jacareacanga,-6.2222,-57.7528,90.37,50,94,3.94,BR,1659450634
160,Quatre Cocos,-20.2078,57.7625,69.91,66,0,11.68,MU,1659450635
161,Lodeynoye Pole,60.726,33.5531,63.46,94,97,8.5,RU,1659450635
162,Marmaris,36.855,28.2742,89.55,45,0,3.71,TR,1659450636
163,Shimoda,34.6667,138.95,80.1,91,100,9.95,JP,1659450636
164,Cam Ranh,11.9214,109.1591,80.56,83,20,3.44,VN,1659450637
165,Lagoa,39.05,-27.9833,74.43,74,0,13.8,PT,1659450637
166,Florence,43.7667,11.25,99.82,35,20,8.05,IT,1659450638
167,Salamiyah,35.0113,37.0532,93.83,26,0,17.25,SY,1659450638
168,Vestmanna,62.1564,-7.1664,52.72,76,100,9.22,FO,1659450103
169,Mondlo,-27.983,30.7177,65.91,40,0,5.55,ZA,1659450639
170,Lorengau,-2.0226,147.2712,82.09,76,100,10.6,PG,1659450639
172,Zhaotong,27.3167,103.7167,63.64,90,89,2.86,CN,1659450640
173,Paamiut,61.994,-49.6678,45.27,85,89,2.28,GL,1659450641
174,Port Hardy,50.6996,-127.4199,59.18,82,75,4.61,CA,1659450078
175,Kaka,37.3482,59.6143,94.03,19,0,9.6,TM,1659449888
176,Pohrebyshche,49.4864,29.2636,66.92,85,100,7.38,UA,1659450642
177,Kununurra,-15.7667,128.7333,66.18,68,85,0.0,AU,1659450093
178,Garden City,42.3256,-83.331,75.88,62,20,8.05,US,1659450334
179,Sungurlu,40.1675,34.3739,87.8,31,24,6.22,TR,1659450643
180,Sakaiminato,35.55,133.2333,84.18,79,75,9.22,JP,1659450643
181,Dashitou,43.3067,128.5114,69.75,94,5,1.05,CN,1659450644
182,Sungai Besar,3.6746,100.9867,79.66,81,100,7.25,MY,1659450644
183,Esperance,-33.8667,121.9,55.24,71,100,31.34,AU,1659450645
184,Zaragoza,41.6561,-0.8773,101.44,19,0,5.75,ES,1659450645
185,Broome,42.2506,-75.833,80.1,74,100,6.91,US,1659450514
186,Lexington,37.9887,-84.4777,80.49,68,75,10.36,US,1659450186
187,San Marcos,33.1434,-117.1661,74.43,88,0,1.01,US,1659450453
188,Bandarbeyla,9.4942,50.8122,80.17,69,18,32.46,SO,1659450110
189,Ilhabela,-23.7781,-45.3581,75.36,58,1,4.34,BR,1659450646
190,Takoradze,4.8845,-1.7554,77.83,64,67,11.48,GH,1659450646
191,Gigmoto,13.7796,124.39,80.98,83,100,7.18,PH,1659450647
192,Sakakah,29.9697,40.2064,112.57,8,11,1.23,SA,1659450647
193,Cape Town,-33.9258,18.4232,66.11,70,0,12.66,ZA,1659450456
194,Pacific Grove,36.6177,-121.9166,61.02,93,0,5.75,US,1659450648
195,Ahar,38.4774,47.0699,85.39,31,19,9.17,IR,1659450648
196,Kirakira,-10.4544,161.9205,78.73,85,80,8.75,SB,1659450649
197,Kavieng,-2.5744,150.7967,82.54,74,90,17.54,PG,1659450081
198,Kisangani,0.5167,25.2,86.5,51,63,0.83,CD,1659450650
199,Lucapa,-8.4192,20.7447,94.42,19,13,3.42,AO,1659450509
200,Okhotsk,59.3833,143.3,54.0,89,80,2.89,RU,1659450650
201,Chapais,49.7834,-74.8492,53.38,85,100,10.85,CA,1659450651
202,Severo-Kuril'sk,50.6789,156.125,51.98,87,97,5.82,RU,1659450651
203,Morón,-34.6534,-58.6198,57.96,84,100,6.71,AR,1659450652
204,Trairi,-3.2778,-39.2689,86.43,47,87,11.92,BR,1659450504
205,Trelew,-43.249,-65.3051,45.57,49,0,11.07,AR,1659450652
206,La Libertad,-2.2333,-80.9,71.26,83,100,6.91,EC,1659450653
207,Henties Bay,-22.116,14.2845,58.48,69,0,11.92,,1659450653
208,Kareli,22.9167,79.0667,81.97,76,100,3.2,IN,1659450654
209,Garoua Boulaï,5.8833,14.55,71.87,83,100,3.06,CM,1659450654
210,Vao,-22.6667,167.4833,73.94,87,71,13.04,NC,1659450133
211,Alibag,18.6411,72.8792,84.27,82,100,7.25,IN,1659450654
212,Novo Aripuanã,-5.1206,-60.3797,86.47,58,84,3.42,BR,1659450107
213,Sangar,63.9242,127.4739,61.05,94,100,2.68,RU,1659450511
215,Zhoucheng,35.9122,116.3117,80.62,79,2,5.35,CN,1659450656
216,Svojat,44.3947,18.7392,83.35,39,40,5.99,BA,1659450656
217,Izhevskoye,54.5567,40.8703,78.96,46,22,7.65,RU,1659450656
218,Mucuri,-18.0864,-39.5508,75.52,71,54,8.43,BR,1659450657
219,Tura,25.5198,90.2201,75.79,93,100,2.53,IN,1659450657
220,The Valley,18.217,-63.0578,86.14,66,20,13.8,AI,1659450526
221,Vestmannaeyjar,63.4427,-20.2734,54.59,66,40,11.5,IS,1659450152
223,Sistranda,63.7256,8.834,66.16,69,94,17.45,NO,1659450044
224,Grand Gaube,-20.0064,57.6608,70.2,67,6,3.0,MU,1659450071
225,Diffa,13.3154,12.6113,82.94,62,98,13.67,NE,1659450659
226,Baykit,61.67,96.37,55.9,76,100,3.04,RU,1659450659
227,Kristianstad,56.0313,14.1524,76.95,32,0,9.22,SE,1659450660
228,Mehamn,71.0357,27.8492,60.75,77,24,3.44,NO,1659450169
229,Te Anau,-45.4167,167.7167,44.02,82,48,9.06,NZ,1659450660
230,Clifton,40.8584,-74.1638,85.48,72,20,11.5,US,1659450565
231,Northam,51.0333,-4.2167,74.39,89,56,19.75,GB,1659450661
232,Mana,5.6592,-53.7767,86.38,61,4,6.02,GF,1659450662
233,Kattivākkam,13.2167,80.3167,86.09,85,100,10.96,IN,1659450122
234,Ancud,-41.8697,-73.8203,45.23,79,98,3.65,CL,1659450024
235,Kamaishi,39.2667,141.8833,73.13,96,100,3.69,JP,1659450132
236,Cabo Rojo,18.0866,-67.1457,89.91,68,3,3.47,PR,1659450665
237,Badulla,6.9895,81.0557,71.62,86,100,3.85,LK,1659450666
238,Pisco,-13.7,-76.2167,59.05,82,100,3.44,PE,1659450109
239,Acajutla,13.5928,-89.8275,85.71,59,48,3.29,SV,1659450666
240,Port Macquarie,-31.4333,152.9167,47.89,93,94,0.0,AU,1659450668
241,Kholm-Zhirkovskiy,55.5189,33.4731,76.73,53,51,3.94,RU,1659450668
242,Cap-aux-Meules,47.3821,-61.8597,73.42,78,40,14.97,CA,1659450082
243,Fortuna,40.5982,-124.1573,58.66,93,0,0.0,US,1659450463
244,Zeya,53.75,127.2667,61.61,96,32,3.51,RU,1659450670
245,Ottumwa,41.02,-92.4113,82.94,76,0,5.75,US,1659450163
246,Pingzhuang,42.0372,119.2889,76.6,72,77,6.42,CN,1659450670
247,Enterprise,36.0252,-115.2419,85.71,54,40,8.05,US,1659450672
248,Kailua,21.4022,-157.7394,76.98,76,0,11.5,US,1659450673
249,Arraial do Cabo,-22.9661,-42.0278,78.76,78,20,8.05,BR,1659450674
250,Tarazona,41.9,-1.7333,96.62,20,0,10.54,ES,1659450675
251,Longyearbyen,78.2186,15.6401,57.04,67,75,10.36,SJ,1659450652
252,Tuatapere,-46.1333,167.6833,46.71,78,46,12.91,NZ,1659450677
253,Hambantota,6.1241,81.1185,78.46,78,100,23.6,LK,1659450108
254,Riachão das Neves,-11.7461,-44.91,88.43,26,8,7.65,BR,1659450677
255,Gloversville,43.0528,-74.3438,77.52,86,37,9.04,US,1659450456
256,Mossamedes,-15.1961,12.1522,67.15,49,0,9.95,AO,1659450168
257,Kiryat Gat,31.61,34.7642,93.4,20,11,9.33,IL,1659450679
258,Coyhaique,-45.5752,-72.0662,38.01,75,40,4.61,CL,1659450680
259,Cuenca,-2.8833,-78.9833,60.93,82,40,3.44,EC,1659450478
260,Labuhan,-6.8844,112.2051,79.18,82,100,9.22,ID,1659450180
261,Tetovo,42.0106,20.9714,84.69,33,14,5.73,MK,1659450682
262,Mount Isa,-20.7333,139.5,58.77,58,4,0.0,AU,1659450682
263,Nabire,-3.3667,135.4833,75.31,93,91,3.83,ID,1659450683
264,Soyo,-6.1349,12.3689,74.03,69,15,12.12,AO,1659450683
265,Port Blair,11.6667,92.75,80.46,85,100,13.85,IN,1659450684
266,El Sauce,12.8869,-86.539,85.91,55,46,10.22,NI,1659450684
267,Constitución,-35.3333,-72.4167,50.2,66,0,6.71,CL,1659450135
268,Bariloche,-41.1456,-71.3082,33.55,69,20,0.0,AR,1659450608
269,Katsuura,35.1333,140.3,80.44,92,100,8.57,JP,1659450685
270,Otane,-39.8833,176.6333,55.0,80,100,4.34,NZ,1659450686
271,Imeni Poliny Osipenko,52.4201,136.4853,59.9,90,94,6.13,RU,1659450686
272,Goderich,43.7501,-81.7165,67.91,82,100,11.5,CA,1659450502
273,Half Moon Bay,37.4636,-122.4286,68.25,85,100,5.75,US,1659450160
274,Ozinki,51.1786,49.6769,81.81,33,3,11.54,RU,1659450687
275,Wolnzach,48.6038,11.6257,84.81,39,40,4.61,DE,1659450688
276,Lethem,3.3803,-59.7968,85.23,69,37,5.03,GY,1659450688
277,Zaraza,9.3503,-65.3245,88.93,51,83,5.66,VE,1659450689
278,Camacupa,-12.0167,17.4833,83.64,19,48,5.99,AO,1659450689
279,Asău,46.4333,26.4,78.28,45,69,6.91,RO,1659450690
280,Alice Springs,-23.7,133.8833,74.75,19,97,8.05,AU,1659450610
281,Teguise,29.0605,-13.564,80.82,61,20,21.85,ES,1659450690
282,Jalu,29.0331,21.5482,98.19,18,0,13.24,LY,1659450691
283,Taoudenni,22.6783,-3.9836,115.14,7,5,7.07,ML,1659450147
284,Malanje,-9.5402,16.341,87.94,20,4,3.15,AO,1659450691
285,Alihe,50.5667,123.7167,65.1,77,40,1.74,CN,1659450692
286,Saint Anthony,45.0205,-93.218,76.24,72,0,13.8,US,1659450692
287,Kloulklubed,7.0419,134.2556,75.7,76,100,13.2,PW,1659450693
288,Alyangula,-13.8483,136.4192,72.73,93,34,7.34,AU,1659450693
289,Ayr,55.4627,-4.6339,73.38,64,40,21.85,GB,1659450694
290,Beaverlodge,55.2166,-119.4361,56.55,92,89,4.88,CA,1659450694
291,Tazovsky,67.4667,78.7,58.19,64,25,8.57,RU,1659450158
292,Darnah,32.767,22.6367,81.73,69,0,18.52,LY,1659450695
293,Kīhei,20.785,-156.4656,76.84,78,0,14.97,US,1659450695
294,Sept-Îles,50.2001,-66.3821,63.12,94,100,8.05,CA,1659450455
295,Saint-Philippe,-21.3585,55.7679,71.19,79,50,8.14,RE,1659450696
296,Ambilobe,-13.2,49.05,73.11,61,39,2.95,MG,1659450696
297,Kichmengskiy Gorodok,59.9816,45.7854,73.06,62,78,3.04,RU,1659450697
298,Botou,38.0667,116.5667,83.28,71,4,6.78,CN,1659450697
299,Carutapera,-1.195,-46.02,85.87,61,4,10.38,BR,1659450125
300,Valparaíso,-33.0393,-71.6273,53.83,71,40,3.44,CL,1659450698
301,Pyshma,56.9523,63.2513,65.3,70,5,5.93,RU,1659450698
302,Severobaykal'sk,55.65,109.3167,60.21,81,96,7.47,RU,1659450699
303,Port Lincoln,-34.7333,135.8667,56.43,71,0,24.67,AU,1659450439
304,Tasiilaq,65.6145,-37.6368,48.36,66,5,3.33,GL,1659450699
305,Lumajang,-8.1335,113.2248,75.54,94,100,3.0,ID,1659450700
306,Rocha,-34.4833,-54.3333,61.14,81,100,8.68,UY,1659450144
307,Atascadero,35.4894,-120.6707,68.43,65,100,1.01,US,1659450458
308,Katobu,-4.9408,122.5276,73.98,91,72,4.88,ID,1659450701
309,Faanui,-16.4833,-151.75,77.4,74,63,26.42,PF,1659450701
310,Port Hawkesbury,45.6169,-61.3485,72.91,89,100,8.05,CA,1659450169
311,Samaná,19.2056,-69.3369,82.62,83,40,0.0,DO,1659450702
312,Antofagasta,-23.65,-70.4,58.28,70,50,6.11,CL,1659450702
313,Ha Tinh,18.3333,105.9,80.64,82,93,4.36,VN,1659450703
314,Sibolga,1.7427,98.7792,75.56,91,100,3.89,ID,1659450458
315,Lompoc,34.6391,-120.4579,65.79,89,100,3.44,US,1659450703
316,North Myrtle Beach,33.816,-78.68,88.05,73,0,9.22,US,1659450704
317,Romny,50.751,33.4747,77.05,63,100,3.06,UA,1659450704
318,Kayes,14.0,-11.0,88.95,48,37,4.21,ML,1659450705
319,Anori,-3.7728,-61.6442,89.8,52,100,3.98,BR,1659450705
320,Hajnówka,52.7433,23.5812,74.01,60,0,1.99,PL,1659450706
321,Kharitonovo,61.4009,47.4978,74.23,56,39,3.06,RU,1659450706
322,Kostanay,53.1667,63.5833,75.49,53,40,8.95,KZ,1659450707
323,Fukuechō,32.6881,128.8419,81.7,91,61,12.57,JP,1659450707
324,Yerbogachën,61.2767,108.0108,67.57,80,100,1.16,RU,1659450708
325,Gashua,12.871,11.0482,76.84,76,98,20.36,NG,1659450708
326,Carballo,43.213,-8.691,90.82,79,6,9.98,ES,1659450708
327,College,64.8569,-147.8028,57.58,94,75,3.44,US,1659450709
328,Yumen,40.2833,97.2,75.99,45,99,9.4,CN,1659450709
329,Kassala,15.451,36.4,83.17,54,100,7.9,SD,1659450710
330,Mińsk Mazowiecki,52.1794,21.5725,81.36,55,86,5.77,PL,1659450710
331,Grand Island,40.925,-98.342,81.01,67,0,8.05,US,1659450392
332,Mulchén,-37.7167,-72.2333,42.66,66,1,6.78,CL,1659450711
333,Nicoya,10.1483,-85.452,78.87,85,87,1.34,CR,1659450711
334,Noumea,-22.2763,166.4572,73.99,99,92,6.15,NC,1659450150
335,Jati,24.3539,68.2671,85.66,72,97,14.16,PK,1659450712
336,Zelenogorskiy,55.0333,87.0,54.88,76,6,4.76,RU,1659450712
337,Egvekinot,66.3167,-179.1667,48.06,68,0,2.06,RU,1659450713
338,Pervomayskiy,53.2485,40.2871,82.8,42,81,5.66,RU,1659450530
339,Nha Trang,12.25,109.1833,80.6,88,100,3.87,VN,1659450423
340,Redmond,47.674,-122.1215,63.07,82,49,4.0,US,1659450513
341,Aksarka,66.5606,67.7975,72.37,44,5,7.34,RU,1659450130
342,Banjar,-8.19,114.9675,76.48,91,100,3.44,ID,1659450714
343,Panabá,21.2833,-88.2667,89.76,54,62,8.39,MX,1659450714
344,Inhambane,-23.865,35.3833,73.38,53,20,4.61,MZ,1659450263
345,Khani,41.9563,42.9566,76.57,68,50,5.91,GE,1659450142
346,Mayo,38.8876,-76.5119,86.36,74,0,11.01,US,1659450715
347,Lagos,6.5833,3.75,81.01,64,92,8.86,NG,1659450478
348,Arrondissement de Saverne,48.8333,7.25,90.3,27,99,3.24,FR,1659450716
349,Kudahuvadhoo,2.6708,72.8944,81.77,75,87,17.85,MV,1659450717
350,Seoul,37.5683,126.9778,80.2,95,100,11.5,KR,1659450362
351,Saquena,-4.6667,-73.5167,85.59,61,70,2.86,PE,1659450717
352,Puerto Carreño,6.189,-67.4859,80.58,83,40,2.3,CO,1659450718
353,Olafsvik,64.8945,-23.7142,49.41,69,70,21.16,IS,1659450535
354,Biak,-0.9131,122.8766,74.95,88,56,6.96,ID,1659450718
355,Jiangyou,31.7667,104.7167,77.27,82,67,3.6,CN,1659450719
356,Marabu,4.4148,114.0089,80.74,94,40,3.44,MY,1659450719
357,Grindavik,63.8424,-22.4338,54.9,66,75,25.32,IS,1659450538
358,Saldanha,-33.0117,17.9442,64.45,71,15,10.31,ZA,1659450720
359,Mobaye,4.319,21.1786,80.02,82,19,1.88,CF,1659450720
360,Acaraú,-2.8856,-40.12,86.41,53,78,13.85,BR,1659450721
361,Kuytun,54.3419,101.5036,58.87,97,99,5.08,RU,1659450721
362,Makakilo City,21.3469,-158.0858,75.52,73,20,12.66,US,1659450592
